"Streetname","District","Type"
"Währinger Gürtel","9|18|19","Gemeindestraße"
"Johann-Josef-Krätzer-Gasse","23","Gemeindestraße"
"Löwensteinstraße","22","Gemeindestraße"
"Kranlweg","19","Gemeindestraße"
"Dr.-Karl-Lueger-Platz","1","Gemeindestraße"
"Anton-Haidl-Gasse","17","Gemeindestraße"
"Landesgerichtsstraße","1|8","Gemeindestraße"
"Pirkebnerstraße","12","Gemeindestraße"
"Loudonstraße","14","Gemeindestraße"
"Spallartgasse","14","Gemeindestraße"
"Suppégasse","13","Gemeindestraße"
"Hochheimgasse","13","Gemeindestraße"
"Neulinggasse","3","Gemeindestraße"
"Stefan-Esders-Platz","19","Gemeindestraße"
"Schrekergasse","16","Gemeindestraße"
"Heinrich-Lefler-Gasse","22","Gemeindestraße"
"Süßenbrunner Platz","22","Gemeindestraße"
"Neuwaldegger Straße","17","Gemeindestraße"
"Reglergasse","22","Gemeindestraße"
"Paschinggasse","17","Gemeindestraße"
"Felderstraße","1","Gemeindestraße"
"Bujattigasse","14","Gemeindestraße"
"Pantucekgasse","11","Gemeindestraße"
"Richard-Tauber-Gasse","23","Gemeindestraße"
"An der Scheibenwiese","16","Gemeindestraße"
"Molkereistraße","2","Gemeindestraße"
"Klährgasse","12","Gemeindestraße"
"Leipziger Straße","20","Gemeindestraße"
"Egon-Schiele-Gasse","13","Gemeindestraße"
"Schrottgasse","3","Gemeindestraße"
"Pfefferminzenweg","22","Gemeindestraße"
"Laaer-Wald-Straße","10","Gemeindestraße"
"Eckhelgasse","10","Gemeindestraße"
"Siebertgasse","12","Gemeindestraße"
"Rößlergasse","23","Gemeindestraße"
"Karl-Lothringer-Straße","21","Gemeindestraße"
"Daffingerstraße","3","Gemeindestraße"
"Donau City-Nord-Sichelsteg","22","Brücke"
"Kirchfeldgasse","12|23","Gemeindestraße"
"Kreutzingergasse","12|23","Gemeindestraße"
"Oberer Kinderheimsteg","14","lokaler (interner) Straßenname"
"Klaschkaweg","2","Weg in Kleingartenanlage"
"Öffentlicher Durchgang","22","Gebrauchsname"
"Alfons-Petzold-Hof","11","städtische Wohnhausanlage"
"Gilmagasse","2","Gemeindestraße"
"Verena-Buben-Weg","9","Gemeindestraße"
"Arnoldgasse","21","Gemeindestraße"
"Josef-Schwarz-Gasse","5","Gemeindestraße"
"Dürergasse","6","Gemeindestraße"
"Leo-Mathauser-Gasse","23","Gemeindestraße"
"Galileigasse","9","Gemeindestraße"
"Ebner-Rofenstein-Gasse","13","Gemeindestraße"
"Lobaubrücke","22","Brücke"
"Frauenhofergasse","21","Gemeindestraße"
"Hirnbrecherstiege","19","Gemeindestraße"
"Schlapfenweg","22","Gemeindestraße"
"Romakogasse","23","Gemeindestraße"
"Tremlweg","23","Gemeindestraße"
"Weinberggasse","19","Gemeindestraße"
"Oberzellergasse","3","Gemeindestraße"
"Wielandgasse","10","Gemeindestraße"
"Alfred-Stix-Platz","10","Gemeindestraße"
"Eduard-Jaeger-Gasse","13","Gemeindestraße"
"Hüttelbergbrücke","14","Brücke"
"Birnbaumgasse","10","Gemeindestraße"
"Gartenbaupromenade","1","Gemeindestraße"
"Hanauskagasse","12","Gemeindestraße"
"Zeuggasse","5","Gemeindestraße"
"Zwinzstraße","16","Gemeindestraße"
"Karl-Borromäus-Platz","3","Gemeindestraße"
"Max-Reinhardt-Gasse","14","Gemeindestraße"
"Ignaz-Prilisauer-Weg","14","Gemeindestraße"
"Knöllgasse","10","Gemeindestraße"
"Friedenshöhegasse","13","Gemeindestraße"
"Sambeckgasse","14","Gemeindestraße"
"Akkonplatz","15","Gemeindestraße"
"Nördliche Randstraße","14","Gemeindestraße"
"Maria vom Siege","15","Gemeindestraße"
"Rudolf-Bärenhart-Gasse","17","Gemeindestraße"
"Arltgasse","16","Gemeindestraße"
"Salmannsdorfer Höhe","19","Gemeindestraße"
"Eisteichstraße","11","Gemeindestraße"
"Östliches Lusthaus-Gewölbe","2","lokaler (interner) Straßenname"
"Neukräftengasse","13","Gemeindestraße"
"Koflergasse","12","Gemeindestraße"
"Trepetschniggasse","23","Gemeindestraße"
"Herrenhäufel","22","Gemeindestraße"
"Kirchberggasse","7","Gemeindestraße"
"Nikolsdorfer Gasse","5","Gemeindestraße"
"Pichlgasse","22","Gemeindestraße"
"Edelsinnbrücke","12","Brücke"
"Gemeindeberggasse","13","Gemeindestraße"
"Grünwaldgasse","5","Gemeindestraße"
"Kirschenalleeweg","22","Gemeindestraße"
"Dr.-Jakob-Neumann-Steig","23","Gemeindestraße"
"Pülslgasse","23","Gemeindestraße"
"Hochstraße","23","Gemeindestraße"
"Canevalestraße","23","Gemeindestraße"
"Thomas-Münzer-Gasse","10","Gemeindestraße"
"Siegfried-Theiss-Gasse","22","Gemeindestraße"
"Anton-Kuh-Weg","3","Gemeindestraße"
"Schwendenweingasse","18","Gemeindestraße"
"Nußdorfer Lände","19","Gemeindestraße"
"Arlethgasse","19","Gemeindestraße"
"Delugstraße","19","Gemeindestraße"
"Bellevuestraße","19","Gemeindestraße"
"Holzgasse","19","Gemeindestraße"
"Felix-Mottl-Straße","19","Gemeindestraße"
"Schreiberweg","19","Gemeindestraße"
"Elßlergasse","13","Gemeindestraße"
"Obere Bahngasse","3","Gemeindestraße"
"Heeresmuseumstraße","3","Gemeindestraße"
"Wiesengasse","14","Gemeindestraße"
"Freyenthurmgasse","14","Gemeindestraße"
"Böckingstraße","22","Gemeindestraße"
"Schönthanplatz","22","Gemeindestraße"
"Breitenfurter Straße","12|23","Gemeindestraße"
"Remystraße","10","Gemeindestraße"
"Rothneusiedler Gasse","10","Gemeindestraße"
"Stadlbreitener Anger","22","Gemeindestraße"
"Schleifmühlgasse","4","Gemeindestraße"
"Redergasse","5","Gemeindestraße"
"Webergasse","20","Gemeindestraße"
"Stammersdorfer Straße","21","Gemeindestraße"
"Bendlgasse","12","Gemeindestraße"
"Hohenfelsplatz","12","Gemeindestraße"
"Spindeleggergasse","16","Gemeindestraße"
"Fingergasse","10","Gemeindestraße"
"Am Spiegeln","23","Gemeindestraße"
"Oswald-Thomas-Platz","2","Gemeindestraße"
"Anton-Steinböck-Gasse","11","Gemeindestraße"
"Futterknechtgasse","23","Gemeindestraße"
"Flammweg","11","Gemeindestraße"
"Ostbahnbegleitstraße","22","Gemeindestraße"
"Lichtgasse","15","Gemeindestraße"
"Auerhahngasse","21","Gemeindestraße"
"Hungerbergstraße","19","Gemeindestraße"
"Esparsette-Weg","12","Gemeindestraße"
"Südportalstraße","2","Gemeindestraße"
"Oberer Reisenbergweg","19","Gemeindestraße"
"Wexstraße","20","Gemeindestraße"
"Schliemanngasse","21","Gemeindestraße"
"Dreimarksteingasse","19","Gemeindestraße"
"Bensasteig","14","Gemeindestraße"
"Leopoldauer Straße","21","Gemeindestraße"
"Maroltingergasse","14|16","Gemeindestraße"
"Schwarzenhaidestraße","23","Gemeindestraße"
"Karmarschgasse","10","Gemeindestraße"
"Eduard-Pötzl-Gasse","19","Gemeindestraße"
"Rudolf-Virchow-Straße","21","Gemeindestraße"
"Friedrich-Wilhelm-Raiffeisen-Platz","2","Gemeindestraße"
"Leberstraße","3|11","Gemeindestraße"
"Gutzkowplatz","13","Gemeindestraße"
"Seifertstraße","13","Gemeindestraße"
"Engelhartgasse","13","Gemeindestraße"
"Christian-Bucher-Gasse","21","Gemeindestraße"
"Friedrichsplatz","15","Gemeindestraße"
"Gatterederstraße","23","Gemeindestraße"
"Roubiczekgasse","10","Gemeindestraße"
"Parttartgasse","23","Gemeindestraße"
"Erlaaer Platz","23","Gemeindestraße"
"Gewerbeparkstraße","22","Gemeindestraße"
"Friedrich-Holomek-Hof","18","städtische Wohnhausanlage"
"Hadikgasse","14","Gemeindestraße"
"Mannswörther Straße","11","Gemeindestraße"
"Vinzenz-Hauschka-Gasse","22","Gemeindestraße"
"Zelkinggasse","21","Gemeindestraße"
"Große Sperlgasse","2","Gemeindestraße"
"Loosgasse","23","Gemeindestraße"
"Kaiserstraße","7","Gemeindestraße"
"Schäffergasse","4","Gemeindestraße"
"Schaumburgergasse","4","Gemeindestraße"
"Kriehubergasse","5","Gemeindestraße"
"Einsiedlerplatz","5","Gemeindestraße"
"Lindengasse","7","Gemeindestraße"
"Turmburggasse","6","Gemeindestraße"
"Treffzgasse","13","Gemeindestraße"
"Ofnergasse","2","Gemeindestraße"
"Trefferweg","18","Weg in Kleingartenanlage"
"Schmätzerweg","14","Gemeindestraße"
"Unter der Kirche","11","Gemeindestraße"
"Zinnergasse","11","Gemeindestraße"
"Kempelengasse","10","Gemeindestraße"
"Maximilian-Schober-Gasse","17","Weg in Kleingartenanlage"
"Dankwartgasse","15","Gemeindestraße"
"KLG Partik-Grund","22","Kleingartenanlage"
"KLG Wienerberg","10","Kleingartenanlage"
"Margaretengürtel","5|10","Gemeindestraße"
"Alte Walfischgasse","1","Gemeindestraße"
"KLG Ernteland Stadlergasse","13","Kleingartenanlage"
"SDL Dragonerhäufel","21","Gartensiedlung und Siedlung"
"Albin-Hirsch-Platz","11","Gemeindestraße"
"Klebindergasse","11","Gemeindestraße"
"Liebenstraße","12","Gemeindestraße"
"Endergasse","12","Gemeindestraße"
"Schurzgasse","12","Gemeindestraße"
"Wienerbergbrücke","12","Brücke"
"Hartlebengasse","22","Gemeindestraße"
"Othellogasse","23","Gemeindestraße"
"Liesinger-Flur-Gasse","23","Gemeindestraße"
"Ernst-Karl-Winter-Weg","19","Gemeindestraße"
"Kronfeldgasse","23","Gemeindestraße"
"Am Rosenberg","13|23","Gemeindestraße"
"Ruckergasse","12","Gemeindestraße"
"Gutheil-Schoder-Gasse","10|12|23","Gemeindestraße"
"Seleskowitschgasse","19","Gemeindestraße"
"Sonnleitensteig","19","Gemeindestraße"
"Harlacherweg","22","Gemeindestraße"
"Hauptwegbrücke","10","Brücke"
"Stüber-Gunther-Gassenbrücke","12","Brücke"
"Schauflergasse","1","Gemeindestraße"
"Funkgasse","21","Gemeindestraße"
"Durchlaß im Volkspark","10","lokaler (interner) Straßenname"
"SDL Fischerwiese","22","Gartensiedlung und Siedlung"
"Gusenleithnergasse","14","Gemeindestraße"
"Koloniestraße","21","Gemeindestraße"
"Abt-Karl-Gasse","18","Gemeindestraße"
"Hermann-Pacher-Gasse","18|19","Gemeindestraße"
"Am Kahlenberg","19","Gemeindestraße"
"Augustinerwaldbrücke","14","Brücke"
"Mühlhäufelgasse","22","Gemeindestraße"
"Kramer-Glöckner-Straße","13","Gemeindestraße"
"Kammelweg","21","Gemeindestraße"
"Dr.-Kronawetter-Hof","8","städtische Wohnhausanlage"
"Severhof","16","städtische Wohnhausanlage"
"In der Krim","19","Gemeindestraße"
"Peregringasse","9","Gemeindestraße"
"Wielandplatz","10","Gemeindestraße"
"Staudiglgasse","10","Gemeindestraße"
"Hohenauergasse","19","Gemeindestraße"
"Oskar-Spiel-Gasse","19","Gemeindestraße"
"Eibischweg","22","Gemeindestraße"
"Meitnergasse","22","Gemeindestraße"
"Weinmanngasse","22","Gemeindestraße"
"Benatzkygasse","22","Gemeindestraße"
"Segnerstraße","10","Gemeindestraße"
"Oppolzergasse","1","Gemeindestraße"
"Tegetthoffstraße","1","Gemeindestraße"
"Theodor-Herzl-Platz","1","Gemeindestraße"
"Alliiertenstraße","2","Gemeindestraße"
"Förstergasse","2","Gemeindestraße"
"Capistrangasse","6","Gemeindestraße"
"Alpengartenstraße","14","Gemeindestraße"
"Andlergasse","7","Gemeindestraße"
"Wiener Steg","13","Brücke"
"Rustenfeldgasse","10","Gemeindestraße"
"Kirchengasse","10","Gemeindestraße"
"Friedrich-Teller-Gasse","10","Gemeindestraße"
"Dannebergplatz","3","Gemeindestraße"
"Vivariumstraße","2","Gemeindestraße"
"Faschinggasse","22","Gemeindestraße"
"Gunoldstraße","19","Gemeindestraße"
"Gatterburggasse","19","Gemeindestraße"
"Anton-Balzer-Weg","10","Gemeindestraße"
"Emil-Ottenthal-Gasse","10","Gemeindestraße"
"Khunngasse","3","Gemeindestraße"
"Rohrhofergasse","11","Gemeindestraße"
"Drdlagasse","23","Gemeindestraße"
"Basler Gasse","23","Gemeindestraße"
"Badgasse","9","Gemeindestraße"
"Grundäckergasse","10","Gemeindestraße"
"Schwarzspanierstraße","9","Gemeindestraße"
"Steyrerhof","1","Gemeindestraße"
"Magdeburgstraße","22","Gemeindestraße"
"Kunersdorfgasse","14","Gemeindestraße"
"Finsterergasse","22","Gemeindestraße"
"KLG Heidjöchl","22","Kleingartenanlage"
"KLG Vinzenz Macholda","22","Kleingartenanlage"
"Haidersberggasse","14","Gemeindestraße"
"Adolf-Lorenz-Gasse","13","Gemeindestraße"
"Alberner Straße","11","Gemeindestraße"
"KLG Laxenburger Allee","10","Kleingartenanlage"
"KLG Karl Fürstenhofer","10","Kleingartenanlage"
"KLG Hackenberg Hans Diwoki","19","Kleingartenanlage"
"Sportplatz Erlaa","23","Sportplatz"
"Sportplatz Kalksburg","23","Sportplatz"
"Sportplatz Union Mauer","23","Sportplatz"
"Schwarzerweg","10","Gemeindestraße"
"Pernerstorfersteg","10","Brücke"
"Zdarskyweg","13","Gemeindestraße"
"Bahnhof Rennweg","3","Bahnhof"
"Obelixturm","22","Objektname"
"KG Obersievering","19","Katastralgemeinde"
"KG Weinhaus","18","Katastralgemeinde"
"Drnekgasse","21","Weg in Kleingartenanlage"
"Korsenweg","22","Gemeindestraße"
"Scheibengasse","19","Gemeindestraße"
"Volkertmarkt","2","Markt"
"Antiquitätenmarkt","1","Markt"
"Wasserfallsteg","18","Brücke"
"Karl-Seitz-Hof","21","städtische Wohnhausanlage"
"Lorenshof","12","städtische Wohnhausanlage"
"Baader Wiese","19","Wiese"
"Steinlechnergasse","13","Gemeindestraße"
"Ruthnergasse","21","Gemeindestraße"
"Eichfeldergasse","21","Gemeindestraße"
"Alois-Drasche-Park","4","Park"
"Burggarten","1","Park"
"Uniqa Tower","2","Objektname"
"TownTown","3","Flurname"
"Rathaus","1","Objektname"
"Burgtheater","1","Theater, Oper"
"Friedhof Baumgarten","14","Friedhof"
"Waldhüttenweg","17","Gemeindestraße"
"Steudelgasse","10","Gemeindestraße"
"Diemgasse","19","Gemeindestraße"
"Freudenauer Hafenbrücke rechtes Tragwerk","11","Brücke"
"Praterbrücke-Flutbrücke 2","22","Brücke"
"Schuhmeierhof","16","städtische Wohnhausanlage"
"Siegelhof","16","städtische Wohnhausanlage"
"Sigmund-Freud-Hof","9","städtische Wohnhausanlage"
"Somogyihof","14","städtische Wohnhausanlage"
"Strindberghof","11","städtische Wohnhausanlage"
"Ulmenhof","12","städtische Wohnhausanlage"
"Filmstadttreppenbrücke","10","Brücke"
"EN3 Zufahrt zum Segelhafen","21","Brücke"
"Parkplatz Filmteichstraße","10","Parkplatz"
"Hauptbahnhof Wien","3|4|5|10","Bahnhof"
"Empergergasse","21","Gemeindestraße"
"Anatourgasse","13","Gemeindestraße"
"Dinsfüßlweg","16","Gemeindestraße"
"Beethovengasse","9","Gemeindestraße"
"Eduard-Brückner-Gasse","20","Gemeindestraße"
"Krankenhaus Hietzing","13","Spital, Pflegeheim"
"Krankenanstalt Rudolfstiftung","3","Spital, Pflegeheim"
"Barmherzige Brüder","2","Spital, Pflegeheim"
"Goldenes Kreuz Privatklinik","9","Spital, Pflegeheim"
"Hanusch-Krankenhaus","14","Spital, Pflegeheim"
"Sanatorium Hera","9","Spital, Pflegeheim"
"Rehabilitationszentrum Meidling","12","Spital, Pflegeheim"
"Haus der Barmherzigkeit","18","Spital, Pflegeheim"
"Brücke Einzingergasse","21","Brücke"
"Wendstattgasse","10","Gemeindestraße"
"Bösendorferstraße","1","Gemeindestraße"
"Josef-Ludwig-Wolf-Park","9","Park"
"Hubert-Marischka-Park","6","Park"
"Parkanlage Cobenzlgasse","19","Park"
"Parkanlage Breitenfurter Straße","12","Park"
"Vivenotpark","12","Park"
"Ignaz-Kuranda-Park","15","Park"
"Grobeckergasse","13","Gemeindestraße"
"Mellergasse","23","Gemeindestraße"
"Resselpark","4","Park"
"Rohrauerpark","15","Park"
"Schönbornpark","8","Park"
"Steinbauerpark","12","Park"
"Streckerpark","13","Park"
"Türkenschanzpark","18","Park"
"Volksgarten","1","Park"
"Wasserpark","21","Park"
"Friedhof Ober St. Veit","13","Friedhof"
"Friedhof Rodaun","23","Friedhof"
"KLG Nußdorf","19","Kleingartenanlage"
"KLG Oberbaumgarten","14","Kleingartenanlage"
"Zaunscherbgrund","22","Flurname"
"SDL Kolonie Lobau","22","Gartensiedlung und Siedlung"
"Dontgasse","13","Gemeindestraße"
"Herbortgasse","11","Gemeindestraße"
"KLG Stammersdorf (Gr.West)","21","Kleingartenanlage"
"Autobahnstation Wiental","14","Objektname"
"KLG Oberes Mühlwasser","22","Kleingartenanlage"
"KLG Ober Sankt Veiter Familien Gärten","13","Kleingartenanlage"
"KLG Pötzleinsdorf","18","Kleingartenanlage"
"KLG Pötzleinsdorfer Höhe","18","Kleingartenanlage"
"KLG Predigtstuhl","17","Kleingartenanlage"
"Hammerfestweg","22","Gemeindestraße"
"Jüptnergasse","22","Gemeindestraße"
"Bachzeile","17","Gemeindestraße"
"Salvatorgasse","1","Gemeindestraße"
"Ruprechtsplatz","1","Gemeindestraße"
"Zedlitzgasse","1","Gemeindestraße"
"Enkplatz","11","Gemeindestraße"
"Albertisgasse","21","Gemeindestraße"
"Schreckgasse","23","Gemeindestraße"
"Ewaldgasse","11","Gemeindestraße"
"Krautgasse","11","Gemeindestraße"
"Neulingbrücke","3","Brücke"
"Zufahrtsstraße","2","Gemeindestraße"
"Südbahnunterführung Tullnertalgasse","23","Unterführung"
"Satzberggasse","14","Gemeindestraße"
"Marcusgasse","14","Gemeindestraße"
"KLG Eremit","10","Kleingartenanlage"
"KLG Aspern","22","Kleingartenanlage"
"KG Neustift am Walde","18|19","Katastralgemeinde"
"KG Floridsdorf","20|21","Katastralgemeinde"
"U-Bahn Station Praterstern","2","U-Bahnstation"
"U-Bahn Station Stubentor","1","U-Bahnstation"
"Bahnhof Erzherzog-Karl-Straße","22","Bahnhof"
"Friedlweg","14","Gemeindestraße"
"Tegnérgasse","10","Gemeindestraße"
"Weingartenallee","22","Gemeindestraße"
"Bahnhof Wien-Mitte","3","Bahnhof"
"Bahnhof Strandbäder","21","Bahnhof"
"Sportplatz Jenschikweg","17","Sportplatz"
"Sportplatz Nord Wien","21","Sportplatz"
"Am Rohrhaus","13","Objektname"
"Gasometer B","11","Objektname"
"Kaskadensteg 2","22","Brücke"
"Neumühlenbrücke","23","Brücke"
"Lausgrundwasser","22","Stehendes Gewässer (See, Teich)"
"Oberleitner Wasser","22","Stehendes Gewässer (See, Teich)"
"Schellensee","23","Stehendes Gewässer (See, Teich)"
"Unteres Heustadelwasser","2","Stehendes Gewässer (See, Teich)"
"Lusthaus","2","Objektname"
"Feldkellergasse","13","Gemeindestraße"
"Rugierstraße","22","Gemeindestraße"
"Harthausergasse","12","Gemeindestraße"
"Bahnwächterhaus","21","Objektname"
"KLG Strassenbahn Kagran","22","Kleingartenanlage"
"KLG Unterer Gaisberg","10","Kleingartenanlage"
"Else-Feldmann-Promenade","21","Gemeindestraße"
"KLG Hüttelberg","14","Kleingartenanlage"
"KLG Grünland Donaufeld","21","Kleingartenanlage"
"Krottenbachstraßenbrücke","19","Brücke"
"Billrothstraßenbrücke","19","Brücke"
"Formanekgassenbrücke","19","Brücke"
"Radwegbrücke Krottenbach","19","Brücke"
"Napoleons Hauptquartier","22","Flurname"
"Napoleon-Schanzen","22","Flurname"
"Napoleonstein","22","Flurname"
"Neu Steinhof","23","Flurname"
"Gatterholzgasse","12","Gemeindestraße"
"Divischgasse","21","Gemeindestraße"
"Gütenbachtorbrücke","23","Brücke"
"Dr.-Franz-Pauer-Hof","10","städtische Wohnhausanlage"
"Johann-Kaps-Hof","20","städtische Wohnhausanlage"
"Helene-Potetz-Hof","12","städtische Wohnhausanlage"
"Helmut-Qualtinger-Hof","19","städtische Wohnhausanlage"
"KLG Ferdinand Hanusch","17","Kleingartenanlage"
"KLG Hackenberg Franz Staudinger","19","Kleingartenanlage"
"KLG Frohes Schaffen","21","Kleingartenanlage"
"Neuhaufenstraße","22","Gemeindestraße"
"Mühlwasserstraße","22","Gemeindestraße"
"Rennweg","3","Gemeindestraße"
"Marangasse","22","Gemeindestraße"
"Ignaz-Binder-Platz","14","Gemeindestraße"
"Schönlaterngasse","1","Gemeindestraße"
"Endemanngasse","23","Gemeindestraße"
"Kegelgasse","3","Gemeindestraße"
"Chlumberggasse","16","Gemeindestraße"
"Pantzergasse","19","Gemeindestraße"
"Leinmüllergasse","23","Gemeindestraße"
"Goldlackgasse","22","Gemeindestraße"
"Kaiser-Franz-Josef-Straße","23","Gemeindestraße"
"Karl-Schallhas-Gasse","13","Gemeindestraße"
"Gänsehäufel","22","Flurname"
"Friedhof Liesing","23","Friedhof"
"11.Haidequerstraße","11","Gemeindestraße"
"Koppstraße","16","Gemeindestraße"
"Helblinggasse","17","Gemeindestraße"
"Rosenhaingasse","22","Gemeindestraße"
"Modenapark","3","Park"
"Ölzeltpark","23","Park"
"Oscar-Straus-Park","13","Park"
"Prater","2","Flurname"
"Dominik-Hofmann-Halle","21","Sportstätten"
"KG Lainz","13","Katastralgemeinde"
"KG Weidlingau","14","Katastralgemeinde"
"Landskrongasse","1","Gemeindestraße"
"Kapellergasse","22","Gemeindestraße"
"Otto-Benesch-Park","10","Park"
"Rauscherstraße","2|20","Gemeindestraße"
"Falcogasse","22","Gemeindestraße"
"Heschweg","14|16","Gemeindestraße"
"Schlachthammerstraße","22","Gemeindestraße"
"Zwerggasse","2","Gemeindestraße"
"Pfaffenau","11","Flurname"
"Riesenradplatz","2","Gemeindestraße"
"Brigittenauer Brücke Wendel linkes Ufer","21","Brücke"
"Brigittenauer Brücke Rampe 100","20","Brücke"
"Leopoldsberg","19","Berg"
"Rudolfshügel","10","Flurname"
"Knoten Nußdorf Tragwerk 4","19","Brücke"
"Erich-Deschermaier-Hof","13","städtische Wohnhausanlage"
"Friederike-Seidl-Hof","5","städtische Wohnhausanlage"
"Maria-Restituta-Hof","5","städtische Wohnhausanlage"
"Rudolf-Krbec-Hof","22","städtische Wohnhausanlage"
"Rudolf-von-Alt-Hof","8","städtische Wohnhausanlage"
"Rothneusiedl","10","Flurname"
"Dianator","13","Objektname"
"Gütenbachtor","13","Objektname"
"Siedlerverein Weichseltal","10","Gartensiedlung und Siedlung"
"KLG Hanslteich-Hofwiese","17","Kleingartenanlage"
"KLG Frohsinn","10","Kleingartenanlage"
"Kaspargasse","22","Gemeindestraße"
"Hubertuswarte","13","Objektname"
"SMZ-Otto-Wagner-Spital","14","Spital, Pflegeheim"
"Wiener Flursiedlung","23","Wohngebiete"
"Leonard-Bernstein-Straße","22","Gemeindestraße"
"Schöpfleuthnergasse","21","Gemeindestraße"
"Wiedner Hauptstraße","4|5","Gemeindestraße"
"Am Meisenbühel","13","Gemeindestraße"
"Fritz-Grünbaum-Platz","6","Gemeindestraße"
"Klopstockgasse","16|17","Gemeindestraße"
"Waldsteingartenstraße","2","Gemeindestraße"
"Zollergasse","7","Gemeindestraße"
"St.-Georg-Platz","19","Gemeindestraße"
